referencia,Nombre_Producto,Existencia_MED,Transito,Reservas,Existencia_BOG,Total_Inv,Disponibilidad
06-MYTHOS-10-BL,"(UND) LEFT,CENTER OR RIGHT WALL SPEA",0,0,0,0,0,0
06-MYTHOS-6-BL,(UND) MAIN SPEAKER TABLE STAND AND W,0,0,0,0,0,0
06-MYTHOS-7-BL,(UND) CENTER SPEAKER BL,0,0,0,0,0,0
06-MYTHOS-STL,(UND) TORRE MYTHOS STL CON SUBWOOFER ACTIVA   ,0,0,0,0,0,0
06-MYTHOS-STS-B,(UND) MYTHOS STS TOWER BL,0,0,0,0,0,0
06-MYTHOS-XTR-40,"(UND) LEFT, CENTER RIGHT WALL-MOUNT/SHELF     ",0,0,0,0,0,0
06-MYTHOS-XTR-50,(UND) ULTRA SLIM HIGH PERFORMANCE ON-WALL     ,0,0,0,0,0,0
06-MYTHOS-XTR-SSA3,(UND) PARLANTE EN BARRA DE PARED ULTRADELGADO ,0,0,0,0,0,0
06-MYTHOS-XTR-SSA5,(UND) PARLANTE EN BARRA PARED ULTRADELGAD BL,0,0,0,0,0,0
06-PROCENT1000B,(UND) COMPACT CENTER CHANNEL SPEAKER    ,0,0,0,0,0,0
06-PROCENT1000W,(UND) COMPACT CENTER CHANNEL SPEAKER,0,0,0,0,0,0
06-PROCENT2000B,(UND) COMPACT CENTER CHANEL SPEAKER,0,1,1,0,0,-1
06-PROCINE400BL,(PAQ) PROCINEMA400 KIT BL                  ,0,0,0,0,0,0
06-PROCINE800BL,(PAQ) PROCINEMA800 KIT BL                ,0,0,0,0,0,0
06-PROCINEMA-6D,(UND) SISTEMA DE SONIDO DE 5.1 CAN PROCI,0,6,3,0,0,-3
06-PROMONI1000BL,(UND) PROMONITOR 1000 BL,0,0,0,0,0,0
06-PROMONI1000W,(UND) PROMONITOR 1000 WH                ,1,0,0,0,1,1
06-PROMONI800BL,(UND) PROMONITOR 800 BL  ,0,0,0,0,0,0
06-PROMONI800WH,(UND) PROMONITOR 800 WH              ,0,0,0,0,0,0
06-PROMOUNT80BL,(PAR) PROMOUNT 80 BL,0,0,0,0,0,0
06-PROMOUNT80WH,(PAR) PROMOUNT 80 WH,0,0,0,0,0,0
06-PROMOUNT90BL,(PAR) SOPORTE PARED PARA MONITOR1000 Y G,0,0,0,0,0,0
06-PROMOUNT90WH,(PAR) SOPORTE PROMOUNT 90 WHITE         ,0,0,0,0,0,0
06-PROSTAND600/,(PAR) STAND FOR PROMONITOR 600/800 S BL,0,0,0,0,0,0
06-PROSTAND600/800WH,(PAR) SOPORTE DE PROMONITOR 600/800 WH,0,0,0,0,0,0
06-PROSUB1000BL,(UND) PROSUB 1000 BL                    ,0,0,0,0,0,0
06-PROSUB1000WH,(UND) PROSUB 100 WH             ,0,0,0,0,0,0
06-PROSUB600BL,(UND) PROSUB 600 BL                    ,0,0,0,0,0,0
06-PROSUB800BL,(UND) PROSUB 800 BL                     ,0,0,0,0,0,0
06-PROSUB800WH,(UND) PROSUB 800 WH,0,0,0,0,0,0
06-RBAF,(PAR) RB DI 5.5S,2,0,0,0,2,2
06-SOLOCINEMA-STUDIO,(UND) SISTEMA SOUNDBAR Y SUBWOOFER 5.1        ,0,0,0,0,0,0
06-SOLOCINEXTR,(UND) HIGH-PERFORMANCE 5.1 CH HD AUD,0,0,0,0,0,0
06-SR-8040BP,(UND) DRIVER 2 ? 3-1/2 BASS/MID DRIV,0,0,0,0,0,0
06-SR-8080BP,"(UND) DRIVER 2-4-1/2""BASS/MID DRIVER",0,0,0,0,0,0
06-SR9040,"(UND) PARLANTE DE SOBREPONER BIPOLAR 10""",4,2,6,0,4,-2
06-SR9080,(UND) PARLANTE BIPOLAR BDSS             ,0,0,0,0,0,0
06-STMONIT350BL,"(UND) BOOKSHELF SPEAKER W/8"" BASS RA",1,0,0,0,1,1
06-SUB-AMP-600,(UND) HIGH POWER AMPLIFIER FOR USE,0,0,0,0,0,0
06-SUPERCUBE2000,(UND) BLACK SUBWOOFER                   ,1,0,1,0,1,0
06-SUPERCUBE600,(UND) BLACK SUBWOOFER WITH 1200 W AM,0,0,0,0,0,0
06-SUPERCUBE6000,(UND) BLACK SUBWOOFER WITH 1500 W AM     ,0,0,0,0,0,0
06-SUPERCUBE800,(UND) BLACK SUBWOFER WITH 1500W AMP,0,0,0,0,0,0
06-SYMPHONY-1,(UND) AUDIFONOS INALAM + CANCELACION DE RUIDO ,0,0,0,0,0,0
06-UIW/94A,(PAR) ROUND COAXIAL IN WALLIN CEILIN,2,0,0,0,2,2
06-UIW-55,(PAR) RECTANGULAR IN-WALLN CELING SP          ,0,0,0,0,0,0
06-UIW-63/A,(PAR) ROUND/IN-WALL/IN CEILING SPEAK          ,2,0,0,0,2,2
06-UIW-64/A,(PAR) ROUND COAXIAL IN WALL/IN CEILI,1,0,0,0,1,1
06-UIW-65,(PAR) RECTANGULAR IN-WALL/IN CEILING          ,0,0,0,0,0,0
06-UIW-75,(UND) RECTANGULAR IN WALL CELING SPE,0,0,0,0,0,0
06-UIWBP/A,(UND) RECTANGULAR BIPOLAR IN WALLIN,0,0,0,0,0,0
06-UIW-RCS-II,(UND) REFERENCE CEILING SPEAKER W/IN,0,0,0,0,0,0
06-UIW-RCS-III,(UND) REFERENCE CEILING SPAEKER W/IN,0,0,0,0,0,0
06-UIW-RLS-II,(UND) REFERENCE LINE SOURCE SPEAKER           ,0,0,0,0,0,0
06-UIW-RLS-III,(UND) REFERENCE LINE SOURCE SPEAKER,0,0,0,0,0,0
06-UIW-RSS-II,(UND) REFERENCE SURROUND SPEAKER              ,0,0,0,0,0,0
06-UIW-RSS-III,(UND) REFERENCE SURROUND APEAKER W /,0,0,0,0,0,0
06-W-AMP,(UND) AMPLIFICADOR DE MUSICA INALAMBRICO      ,1,0,0,0,1,1
06-W-STUDIO,(UND) BARRA DE SONIDO INALÁMBRICA             ,0,0,0,0,0,0
06-W-STUDIOMICRO,(UND) BARRA DE SONIDO INALAMBRICA             ,0,0,0,0,0,0
07-PESTILLO-705,(UND) PESTILLO PARA CERRADURA SHS-H705  ,0,0,0,0,0,0
07-PESTILLO-705-1P,(UND) PESTILLO PARA CERRAD SHS-H705-1P  ,18,0,0,0,18,18
07-PESTILLO-705-2P,(UND) PESTILLO PARA CERRAD SHS-H705-2P  ,2,0,0,2,4,4
07-SHP-DH538-1P,(UND) CERR BIOM + TECLADO NEGRO UN      ,0,0,0,0,0,0
07-SHS-H705-1P,(UND) CERRADURA UN PESTILLO DIGITAL CON ,0,0,0,0,0,0
07-SHS-H705-2P,(UND) CERRAD DOBLE PESTILLO DIGITAL HUEL,0,0,0,0,0,0
07-SHS-P718,(UND) CERRADURA BIOMETRICA SISTEMA D,0,0,0,0,0,0
07-SHS-P718-BR,(UND) (BRONZE) CERRADURA BIOMETRICA SISTEMA D ,0,0,0,0,0,0
08-D10-PFP,(UND) 10 OUTLET DISTRIBUTION RACK STRIP       ,2,0,0,0,2,2
08-M4000-PRO,(UND) EQUIPO DE PROTECCIÓN ELÉCTRICA M4000-PRO,0,0,0,0,0,0
08-M4300-PM,(UND) EQUIPO PROTECCIÓN ELÉCTRICA 4300        ,0,0,0,0,0,0
08-M4315-PRO,(UND) PRO SERIES PROGRAMMABLE POWER,0,0,0,0,0,0
08-M4320-PRO,(UND) EQUIPO PROTECCIÓN ELÉCTRICA M4320-PRO   ,0,0,0,0,0,0
08-M4-EX,(UND) MAX 4 AC ONLY                           ,0,0,0,0,0,0
08-M4LT-EX,(UND) MAX 4 TEL AND DATA                      ,1,0,0,0,1,1
08-M5300-PM,(UND) EQUIPO PROTECCIÓN ELÉCTRICA 5300        ,0,0,0,0,0,0
08-M5400-PM,(UND) EQUIPO PROTECCIÓN ELÉCTRICA M5400       ,0,1,1,0,0,-1
08-M8-AV,"(UND) MAX 8 AV 8AC, COAX AND TEL, AV",0,0,0,0,0,0
08-M8-AV-PRO,"(UND) MAX 8 AV PRO 8AC, COAX, TEL, A          ",2,0,0,1,3,3
08-M8-EX,(UND) MAX 8 AC ONLY                     ,1,0,0,0,1,1
08-M-8X2,(UND) 15A STD POWER CONDITIONER,0,0,0,0,0,0
08-MB1000,(UND) 1000V RACK MOUNT UPS,0,0,0,0,0,0
08-MB1500,(UND) 1500VA RACK MOUNT UPS,0,0,0,0,0,0
08-MB850,(UND) 850VA SHELF MOUNT UPS                   ,0,0,0,0,0,0
08-MD2,(UND) 2 OUTLET DIRECT PLIG-IN SURGE,0,0,0,0,0,0
08-MD2-C,(UND) PROTECTOR 2 SALIDAS CON SALIDAS COAXIAL ,0,0,0,0,0,0
08-MR4000,(UND) POWER MANAGEMENT                  ,2,1,2,1,3,1
08-MR4300,(UND) POWER MANAGEMENT                        ,0,2,0,0,0,0
08-MR5100,(UND) POWER MANAGEMENT                        ,0,0,0,0,0,0
08-MX5102,(UND) UPS AND POWER CONDITIONER,0,0,0,0,0,0
08-P360-DOCK,(UND) POWER 360 6 OUTLET  WALL DOCK / USB CHA ,0,0,0,0,0,0
08-PM8-AV,(UND) POWERMAX 8AV                      ,0,0,0,1,1,1
08-PM8-EX,(UND) POWERMAX 8AC ONLY                 ,8,1,9,3,11,2
08-SEP-200,(UND) SERVICE EMTRANCE PROTECTOR,0,0,0,0,0,0
08-SP8-AV,(UND) SURGE PROTECTOR 8 AV                    ,0,0,1,0,0,-1
09-CURVE110WH2,"(UND) PANTALLA FIJA CURVA 110"" (16:9) LUNETTE ",0,0,0,0,0,0
09-ELECTRIC100H,"(UND) ELEC/D100""(16:9)A124.5W221.5CM    ",0,0,0,0,0,0
09-ER120WH2,(UND) PANTALLA FIJA 120'' (16:9) A167.6 ,1,0,1,0,1,0
09-ER135WH2,"(UND) PANTALLA FIJA SERIE SABLE 135"" (16",0,0,0,0,0,0
09-R84DHD5,"(UND) PANTALLA FIJA 84"" CINEGREY 5            ",1,0,0,0,1,1
09-SKT150XHD5-E6,"(UND) TELON SAKER 150"" MATERIAL CINE GRE",2,0,0,0,2,2
09-TE150VW2,"(UND) TE/D150"" (4:3) A228.6 W304.8 C",1,0,0,0,1,1
09-VMAX150XWV2,"(UND) VMAX 150"" FORMATO (4:3)           ",1,0,0,0,1,1
09-VMAX166XWH2,(UND) VMAX 166''                        ,1,0,0,0,1,1
10-DOOR READER,(UND) DOOR READER,2,0,0,0,2,2
10-HT103LEFT,(UND) CERRADURA RF DE HOTEL MANO IZQ,3,0,0,0,3,3
10-HT103RIGHT,(UND) CERRADURA RF DE HOTEL MANO DER,2,0,0,0,2,2
10-HT113LEFT,(UND) CERRADURA BIOMETRICA INTEMPERI,9,0,0,0,9,9
10-HT68LEFT,(UND) CERRADURA MAGNETICA DE HOTEL I,2,0,0,0,2,2
10-HT68RIGHT,(UND) CERRADURA MAGNETICA DE HOTEL D,2,0,0,0,2,2
10-HT89LEFT,(UND) CERRADURA BIOMETRICA IZQ,1,0,0,0,1,1
10-HT92RIGHT,(UND) CERRADURA BIOMETRICA DER          ,0,0,0,0,0,0
10-LIFTCONTROL,(UND) LIFT CONTROL,1,0,0,0,1,1
10-READER RF,(UND) READER RF HOTEL (TEMIC),1,0,0,0,1,1
10-RFCARD,(UND) RF CARD (TEMIC),0,0,0,0,0,0
10-SMARTCARD,(UND) SMART CARD,49,0,0,0,49,49
11- P125,(UND) AMPLIFICADOR 2 CANALES 125W             ,0,0,0,0,0,0
11-1201A,(UND) POWER SUPPLY,3,0,0,0,3,3
11-1584.1,(UND) DUAL EMITER IR,1,0,0,0,1,1
11-5B45-BL,(PAR) INDOOR/OUTDOOR SPEAKER BL         ,0,0,0,0,0,0
11-5B45-WH,(PAR) INDOOR/OUTDOOR SPEAKER WH         ,0,0,1,0,0,-1
11-5B55MK2-BL,"(PAR) ACCLAIM 5SERIES 5.25"" OUTBACK SPEA",0,0,0,0,0,0
11-5B65MK2-BL,"(PAR) ACCLAIM 5SERIES 6.5"" OUTBACK SPEAK",0,3,3,0,0,-3
11-5B65SMK2-BL,"(UND) ACCLAIM 5SERIES 6.5"" STEREO OUTB B",1,0,1,0,1,0
11-5B65-WH,"(PAR) PARLANTE INTERIOR6.5"" WH",0,0,0,0,0,0
11-5R82-G,(UND) OUTBACK ROCKS GREY GRANITE ACC    ,5,0,2,0,5,3
11-5R82-S,(UND) OUTBACK ROCKS SANDSTONE ACC 5     ,0,0,0,0,0,0
11-5R82-W,"(UND) WEATHERRED GRANITE ACC 5 8""       ",0,4,6,2,2,-4
11-7C75,"(UND) ACC 7"" IN CELLING 125W",1,0,0,0,1,1
11-7C85,"(UND) ACC 7"" IN CELLING 150W",1,0,0,0,1,1
11-845.1,(UND) IR MICRO EMITTER BL,8,0,0,0,8,8
11-862P,(UND) SAPHIR PLASMA EYE MINI INFRARE,1,0,0,0,1,1
11-AB-1.2,(UND) ALMOND IN WALL A/B SELECTOR,1,0,0,0,1,1
11-AD320,(UND) A BUS 2 ZONES,1,0,0,0,1,1
11-ADP1.2,(UND) SPEAKERS TO LINE LEVEL ADAPTER,4,0,0,0,4,4
11-AH4D,(UND) A- BUS 2 GANG IN WALL HU BL,1,0,0,0,1,1
11-ALT-126R,(UND) CONTROL DE VOLUMEN  126W PEAK           ,0,0,0,0,0,0
11-ALTX-2D,(UND) VOLUME CONTROL WHITE                    ,0,0,0,0,0,0
11-ALTX-2D-BR,(UND) VOLUME CONTROL BROWN,1,0,0,0,1,1
11-AW4-LS-BR,"(UND) PARLANTE 11"" PARA EXT TIPO ANCLA  ",1,0,0,0,1,1
11-BGK1,(PAQ) IBRIDGE DOCK & RNET,2,0,0,0,2,2
11-BSK-1,(PAQ) KIT DE FUENTE PARA BLUETOOTH            ,0,0,0,0,0,0
11-CA4-KIT,(PAQ) KIT CA4 + 4 KEYPADS + WALLPOORT + ,0,0,0,0,0,0
11-CA4-KP,(UND) KEYPARDS FOR CA4 BL                   ,0,0,0,0,0,0
11-CA4-KP-CONV,(UND) KEYPARD PLATE CONVERSION KIT      ,8,0,0,0,8,8
11-CA4-WP,(UND) WALLPOORT FOR CA4,0,0,0,0,0,0
11-CAA-66,(UND) AMPLIFICADOR 6 ZONAS 6 FUENTES    ,0,0,0,0,0,0
11-CAK1,(UND) COLLAGE AMPLIFIED KEYPAD,2,0,0,0,2,2
11-CMM1,(UND) COLLAGE MEDIA MANAGER,1,0,0,0,1,1
11-E9U2-CRN2,(UND) 2 GANG CLEAR OUTDOOR,4,0,0,0,4,4
11-EZB-1SC,(UND) MODULAR CONNECTING BLOCK,2,0,0,0,2,2
11-EZB-2SC,(UND) MODULAR CONNECTING BLOCK,2,0,0,0,2,2
11-HTP-2-WH,(UND) PLACA DE CONEXIÓN EN PARED WH,0,0,0,0,0,0
11-IC-605,"(PAQ) PARLANTE DE RENDIMIENTO  6.5""     ",0,0,0,0,0,0
11-IC605-PAR,"(PAR) PARLANTE DE RENDIMIENTO 6.5"" X PAR",0,0,0,0,0,0
11-IC-610,"(PAR) PARLANTES DE 6.5"" SERIE ACCLAIM   ",0,100,13,0,0,-13
11-IC-610T,(UND) ACC 6.5 IN-CELLING STEREO         ,0,0,0,1,1,1
11-IC-620,"(PAR) PARLANTES DE 6.5"" SERIE ACCLAIM   ",0,0,0,0,0,0
11-IC-630,(PAR) PARLANTE 6.5 PREMIUM              ,2,0,0,0,2,2
11-IC-820,"(PAR) PARLANTES DE 8"" SERIE ACCLAIM     ",0,6,6,0,0,-6
11-ICG-6R,(UND) REJILLA REDONDA PARLANTE IC-610   ,1,0,0,0,1,1
11-ISK2,(UND) BLACK ADVANCE KEYPAD,2,0,0,0,2,2
11-ISK-3,(UND) COMPOINT DOOR STATION,2,0,0,0,2,2
11-ISSP,(UND) (WH/ALM) COMPOINT SINGLE GANG IN WALL   ,1,0,0,0,1,1
11-KLK-ES,(UND) KEYPADS SPHERE,2,0,0,0,2,2
11-KP4,(UND) WH-ALM KEYPAD FOR CASS44                ,0,0,0,0,0,0
11-KPL,(UND) WHT/ALM CAA66 KEYPAD,1,0,0,0,1,1
11-KPSC6,(UND) SOURCE CONTROL,36,0,0,0,36,36
11-MCA-66,(UND) AMPLIFICADOR DE 6 ZONAS                 ,0,0,0,0,0,0
11-MCA-88,(UND) AMPLIFICADOR DE 8 ZONAS                 ,0,0,0,0,0,0
11-MCA-88X,(UND) AMPLIFICADOR DE 8 ZONAS CON STREAMER    ,0,0,0,0,0,0
11-MDK-C5,(UND) MULTILINE DISPLAY KEYPAD,16,0,0,0,16,16
11-MDK-C5WP-BL,(UND) C-SERIES WALL PLATES COLOR BLA,5,0,0,0,5,5
11-MDK-C5WP-WH,(UND) C-SERIES WALL PLATES COLOR WHI          ,6,0,0,0,6,6
11-PM MOD1S,(UND) SINGLE GANG WHITE 1 MODULAR HO,18,0,0,0,18,18
11-PM-2D,(UND) DECORA WHITE 2 MODULAR HOLE 6,12,0,0,0,12,12
11-RSA-635,"(UND) PARLANTE DE EMPOTRAR 6.5""         ",0,0,0,0,0,0
11-RSF-620,"(PAR) PARLANTES DE 6.5"" SERIE ACCLAIM   ",0,0,0,0,0,0
11-RSF-820,"(PAR) PARLANTES DE 8"" SERIE ACCLAIM     ",0,0,0,0,0,0
11-RSG-6R,(UND) REJILLA REDONDA PARLANTE RSF-610        ,0,0,0,0,0,0
11-RSG-6S,(UND) REJILLA CUADRADA PARLANTE RSF-610 ,4,0,0,0,4,4
11-RSG-S,(UND) SQUARE GRILL,1,0,0,0,1,1
11-S2-35-RAC,(UND) DOUBLE GANG J-BOX W/NAILS         ,19,20,0,8,27,27
11-S3-54-RAC,(UND) TRIPLE GANG PLASTIC BOX                 ,1,100,30,9,10,-20
11-SA-ZX3,(UND) KEYPAD SPLITTER,2,0,0,0,2,2
11-SDB-4.1,(UND) SELECTOR PARA 4 PARES DE PARLANTES      ,0,0,0,0,0,0
11-SLM-1K,(PAQ) MONTAJE UNIVERSAL DE KIT IR       ,0,0,0,0,0,0
11-SRC1,(UND) CAA66 SYSTEM REMOTE CONTROL,1,0,0,0,1,1
11-SRC2,(UND) ADVANCE SYSTEM REMOTE CONTROL,4,0,0,0,4,4
11-SRC-C5,(UND) REMOTE CONTROL C SERIES,3,0,0,0,3,3
11-SRM-2.1,(UND) SPEAKER RELAY MODULE WH,1,0,0,0,1,1
11-SS-4.2,(UND) SELECTOR DE PARLANTES 4 CANALES         ,0,0,0,0,0,0
11-ST2-RC,(UND) REMOTE CONTROL ST2,1,0,0,0,1,1
11-UNO-S2 WP BL,(UND) UNO S2/K2 WALL PLATE BLACK,9,0,0,0,9,9
11-XTS,(UND) PANTALLA PARA MONTAJE EN MURO           ,0,0,0,0,0,0
12-HT02NE(2X6),(UND) VIDEO DOR STATION FOR MULTI       ,1,0,0,0,1,1
12-HT02NEC(1X8),(UND) VIDEO DOOR STATION FOR MULTI      ,1,0,0,0,1,1
12-HT02NEC(2X8),(UND) VIDEO DORR STATION FOR MULTI      ,1,0,0,0,1,1
12-HT02NEQH-162,(UND) AND PLASE KINDLY NOTE THAT UOR,2,0,0,0,2,2
12-HT02NERI5,(UND) INDOOR PHONE                      ,1,0,0,0,1,1
12-HT2600-C,(UND) E SHELL DOOR STATION              ,1,0,0,0,1,1
12-HT2602D-C,(UND) SHELL DOOR STATION                ,1,0,0,0,1,1
12-HT3064-7,(UND) VI 1 SHELL INDOOR PHONE           ,1,0,0,0,1,1
12-HT4008,(UND) VIDEO DISTRIBUTOR,4,0,0,0,4,4
12-HT4110,(UND) CHANNEL DISTRIBUTOR,1,0,0,0,1,1
12-HT4110-S,(UND) SINGLE CHANNEL VIDEO DISTRIBUT,1,0,0,0,1,1
12-HT4300,(UND) VIDEO DISTRIBUDOR,1,0,0,0,1,1
12-HT4400,(UND) SWICHE DE RED                     ,1,0,0,0,1,1
12-HTPS-5E,(UND) POWER SUPPLY FOR CM-02NE VIDEO    ,2,0,0,0,2,2
12-HTS6V13,(KIT) KIT VIDEO PORTERO 2 WIRE                ,1,0,0,0,1,1
12-HTS7,(UND) CAMARA INTERPERIE,1,0,0,0,1,1
14-AMP,(UND) AMPLIFICADOR DE 125 VATIOS A 8 OHM,0,8,2,0,0,-2
14-BEAM-WMK-BL,(UND) SOPORTE FIJO PARA SONOS BEAM      ,0,0,0,0,0,0
14-BOOST,(UND) POTENCIADOR DE SEÑAL WIFI               ,0,0,0,0,0,0
14-CONNECT,(UND) WIRELESS ZONE PLAYER,0,0,0,0,0,0
14-FIVE-B,(UND) SONOS H-F SPEAKER FOR SUP SOUND BL,1,7,0,0,1,1
14-FIVE-W,(UND) SONOS H-F SPEAKER FOR SUP SOUND W ,1,4,0,3,4,4
14-PLAY5-G2-WH,(UND) REPRODUCTOR INALAMBRICO 6 ALTAVOCE,0,0,0,0,0,0
14-PLAYBAR,(UND) OUNDBAR SYSTEM WITH 9 SPEAKER     ,0,0,0,0,0,0
14-SONOS-ARC-B,(UND) SONOS PREMIUM SMART SOUND BAR FOR ,0,10,1,0,0,-1
14-SONOS-ARC-W,(UND) SONOS PREMIUM SMART SOUND BAR FOR ,1,5,0,1,2,2
14-SONOS-BEAM-BL,(UND) BARRA DE SONIDO COMPACTA PARA EL T,0,0,0,0,0,0
14-SONOS-BEAM-BL-G2,(UND) BARRA DE SONIDO INALÁMBRICA G2 BL ,0,1,0,0,0,0
14-SONOS-BEAM-WH,(UND) BARRA DE SONIDO COMPACTA PARA EL T,0,0,0,0,0,0
14-SONOS-BEAM-WH-G2,(UND) BARRA DE SONIDO INALÁMBRICA G2 WH ,0,1,0,0,0,0
14-SONOS-MOVE-BL,(UND) SONOS SPEAKER WITH BLUETOOTH BLACK,0,9,0,0,0,0
14-SONOS-MOVE-WH,(UND) SONOS SPEAKER WITH BLUETOOTH WHITE,0,6,0,1,1,1
14-SONOS-ONE-BL-GEN2,(UND) SONOS CON ALEXA GENERACION 2      ,0,6,0,0,0,0
14-SONOS-ONE-SL-BL,(UND) SONOS ONE SL SPEAKER BLACK        ,1,3,0,0,1,1
14-SONOS-ONE-SL-WH,(UND) SONOS ONE SL SPEAKER WHITE        ,1,3,0,0,1,1
14-SONOS-ONE-WH-GEN2,(UND) SONOS CON ALEXA GENERACION 2      ,1,4,1,1,2,1
14-SONOS-PORT,(UND) AMPLIFICADOR CON ESTREAMING       ,0,4,0,0,0,0
14-SONOS-ROAM-BL,(UND) SONOS ALTAVOZ BLUETOOTH NEGRO     ,1,4,0,1,2,2
14-SONOS-ROAM-WH,(UND) SONOS ALTAVOZ BLUETOOTH BLANCO    ,2,0,0,2,4,4
14-SUB G3-B,(UND) SONOS WIRELESS SUBWOOFER FOR DEEP ,2,4,2,0,2,0
14-SUB G3-W,(UND) SONOS WIRELESS SUBWOOFER FOR DEEP ,2,2,0,0,2,2
15-CI160QS,(UND) UNI-Q SQUARE IN-WALL OR IN-CEI,1,0,0,0,1,1
15-HTB2,(UND) GLOSS BLACK SOBWOOFER 250 W AM,0,0,0,0,0,0
15-KHT3005BK2,(PAQ) HOME THEATER 10-100W K2 BL        ,0,0,0,0,0,0
15-KHT3005BL,(PAQ) HOME THEATER 10-100W B2 BL        ,0,0,0,0,0,0
15-R100,(PAR) BOOKSHELF                         ,0,0,0,0,0,0
16-AVR-A110,(UND) RECEIVER AV 8K DE 13.2 CANALES 3D ,2,1,3,0,2,-1
16-AVR-S540BT,(UND) RECEIVER AV 4K DE 5.2 CANALES     ,35,40,6,7,42,36
16-AVR-S660H,(UND) RECEIVER AV 8K DE 5.2 CANALES 135W,0,10,3,0,0,-3
16-AVR-S750H,"(UND) RECEIVER AV 4K DE 7,2 CANALES 165W",0,0,12,0,0,-12
16-AVR-S760H,(UND) RECEIVER AV 8K DE 7.2 CANALES 3D  ,0,100,2,0,0,-2
16-AVR-S960H,"(UND) RECEIVER AV 8K DE 7,2 CANALES 145W",2,95,2,0,2,0
16-AVR-X1600H,(UND) RECEIVER AV 4K DE 7.2 CANALES 145W,0,0,0,0,0,0
16-AVR-X1700H,(UND) RECEIVER AV 8K DE 7.2 CANALES 175W,0,117,9,0,0,-9
16-AVRX2500H,(UND) TARJETA AMPLIFICACION PARA RECEIVE,0,0,0,0,0,0
16-AVR-X2700H,(UND) RECEIVER AV 8K DE 7.2 CANALES 150W,0,18,2,0,0,-2
16-AVR-X3700H,"(UND) RECEIVER AV 8K DE 9,2 CANALES 105W",0,3,0,0,0,0
16-AVR-X4700H,(UND) RECEIVER AV 8K DE 9.2 CANALES 125W,0,1,0,0,0,0
16-AVR-X6500H,"(UND) RECEIVER AV 4K DE 11,2 CANALES    ",0,0,0,0,0,0
16-DHT-S316,(UND) BARRA DE SONIDO INALAMBRICA       ,0,10,2,0,0,-2
16-DHT-S516H,(UND) BARRA DE SONIDO CON SUBWOOF E HEOS,0,1,0,0,0,0
16-DHT-S716H,(UND) SOUNDBAR INALAMB 4 ENT HDMI 4K UHD,0,1,1,0,0,-1
16-DP-300F,(UND) TOCADISCOS ANALOGO AUTOMATICO     ,4,0,0,0,4,4
16-DRA-800H,(UND) RECEIVER ESTEREO DE 2 CANALES 4K  ,0,3,3,0,0,-3
16-DSD300,"(UND) DOCK PARA IPOD COCOON BATERIA,    ",0,0,0,4,4,4
16-DSD500,(UND) DOCK PARA IPOD COCOON NO BATER,0,0,0,0,0,0
16-HEOS-AMP,(UND) AMPLIFICADOR INALÁMBRICO DENON    ,0,12,3,0,0,-3
16-HEOS-LINK,(UND) PRE AMPLIFICADOR INALAMBRICO      ,0,2,2,0,0,-2
16-HEOSSUPERLINK,(UND) PREAMPLIFICADOR DE 4 ZONAS HEOS   ,0,0,0,0,0,0
16-HOME 150-BL,(UND) ALTAVOZ INALAMBRICO HOME HEOS BL  ,1,4,1,0,1,0
16-HOME 150-WH,(UND) ALTAVOZ INALAMBRICO HOME HEOS WH  ,0,4,0,0,0,0
16-HOME 250-BL,(UND) ALTAVOZ INALAMBRICO HOME HEOS BLAC,0,4,0,0,0,0
16-HOME 250-WH,(UND) ALTAVOZ INALAMBRICO HOME HEOS WHIT,0,4,0,0,0,0
16-HOME 350-BL,(UND) ALTAVOZ INALAMBRICO HOME HEOS BL  ,0,9,5,0,0,-5
16-HOME 350-WH,(UND) ALTAVOZ INALAMBRICO HOME HEOS WH  ,2,2,0,0,2,2
16-HOME-SB550,(UND) BARRA DE SONIDO HOME 550 CON HEOS ,0,5,1,0,0,-1
17-1811430,(UND) INTERFAZ UNIVERSAL RTS- 16 CANALES,1,0,0,0,1,1
17-2250-V2,(UND) AMPLIFICADOR 2 CANALES CON THX ULTR,0,0,0,0,0,0
17-947E-6,(UND) HIGH SPEED ETHERNET 1.4 HDMI-6          ,0,0,0,2,2,2
17-A-2240,(UND) AMPLIFICADOR FR 50-20 Khz 120 W Au,0,0,0,0,0,0
17-A-9120DHM2,(UND) MATRIX DUAL DELAY 70V-120W        ,0,0,0,0,0,0
17-ALEXA-ECHODOT,(UND) AMAZON ALEXA                            ,0,0,0,0,0,0
17-ALEXA-ECHODOT-3RA,(UND) AMAZON ALEXA 3RA GENERACIÓN             ,0,0,0,0,0,0
17-ARC-BRACKET,(UND) SOPORTE DE TV PARA BARRA ARC      ,5,0,0,0,5,5
17-ARC-BRACKET-WALL,(UND) SOPORTE DE PARED PARA BARRA ARC   ,2,0,0,0,2,2
17-BASE-DJ-SP-15H,(UND) BASE ESCUALIZABLE PRO DJ  PARED   ,0,0,0,0,0,0
17-BDP100,(UND) BLU-RAY DAC DE AUDIO 192KHz/24BITS,0,0,0,0,0,0
17-DCS-2132L,(UND) CAMARA D-LINK HD DIA/NOCHE              ,0,0,0,0,0,0
17-DCX2496X,(UND) PROCESADOR DIGITAL                      ,0,0,0,0,0,0
17-DI-624M,"(UND) ROUTER INALAMBRICO 2.4GHz, 328 PIE",0,0,0,0,0,0
